Parameter Value [Amplification]	Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]
none	82ea2445-433a-4cfc-ab37-eb48568bb029	TCGA-08-0511-01A-01T-0283-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-08-0511-01A-01T-0283-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-08-0511-01A-01T-0283-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-08-0511-01A-01T-0283-07	US45102955_251643612037_S01_miRNA-v1_95_May07_2_2.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-08-0511-01A-01T-0283-07	TCGA-08-0511-01A-01T-0283-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-08-0511-01A-01T-0283-07	TCGA-08-0511-01A-01T-0283-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	cc380412-deaf-4270-b7c4-d67e1a1cd5e1	TCGA-14-1451-01A-01T-0525-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-14-1451-01A-01T-0525-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-14-1451-01A-01T-0525-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-14-1451-01A-01T-0525-07	US82800149_251643612332_S01_miRNA-v1_10_Apr08_1_4.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-14-1451-01A-01T-0525-07	TCGA-14-1451-01A-01T-0525-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-14-1451-01A-01T-0525-07	TCGA-14-1451-01A-01T-0525-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	4de49c17-195f-4f49-947a-5f10aac45c34	TCGA-02-0089-01A-01T-0195-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-02-0089-01A-01T-0195-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-02-0089-01A-01T-0195-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-02-0089-01A-01T-0195-07	US45102955_251643610865_S01_miRNA-v1_95_May07_2_1.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-02-0089-01A-01T-0195-07	TCGA-02-0089-01A-01T-0195-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-02-0089-01A-01T-0195-07	TCGA-02-0089-01A-01T-0195-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	233be914-bff4-4a75-ae77-1b9bd9566243	TCGA-06-0194-01A-01T-0283-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-06-0194-01A-01T-0283-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-06-0194-01A-01T-0283-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-06-0194-01A-01T-0283-07	US45102955_251643612034_S01_miRNA-v1_95_May07_1_3.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-06-0194-01A-01T-0283-07	TCGA-06-0194-01A-01T-0283-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-06-0194-01A-01T-0283-07	TCGA-06-0194-01A-01T-0283-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	ccaaa382-caa3-4e42-8c9d-a0c43926647e	TCGA-08-0358-01A-01T-0309-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-08-0358-01A-01T-0309-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-08-0358-01A-01T-0309-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-08-0358-01A-01T-0309-07	US45102955_251643612151_S01_miRNA-v1_95_May07_2_3.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-08-0358-01A-01T-0309-07	TCGA-08-0358-01A-01T-0309-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-08-0358-01A-01T-0309-07	TCGA-08-0358-01A-01T-0309-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	6c301e70-df62-4721-8308-980a16a6f6ba	TCGA-19-2619-01A-01T-0919-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-19-2619-01A-01T-0919-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-19-2619-01A-01T-0919-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-19-2619-01A-01T-0919-07	US82800149_251643612358_S01_miRNA_105_Dec08_1_1.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-19-2619-01A-01T-0919-07	TCGA-19-2619-01A-01T-0919-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-19-2619-01A-01T-0919-07	TCGA-19-2619-01A-01T-0919-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	0cf65691-dc16-42f4-978f-016de211958d	TCGA-26-1799-01A-02T-0599-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-26-1799-01A-02T-0599-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-26-1799-01A-02T-0599-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-26-1799-01A-02T-0599-07	US82800149_251643612340_S01_miRNA_105_Dec08_1_4.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-26-1799-01A-02T-0599-07	TCGA-26-1799-01A-02T-0599-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-26-1799-01A-02T-0599-07	TCGA-26-1799-01A-02T-0599-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	21f9c6f7-3737-4fd1-8dbe-c5e789c911c4	TCGA-02-0064-01A-01T-0195-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-02-0064-01A-01T-0195-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-02-0064-01A-01T-0195-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-02-0064-01A-01T-0195-07	US45102955_251643610865_S01_miRNA-v1_95_May07_1_2.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-02-0064-01A-01T-0195-07	TCGA-02-0064-01A-01T-0195-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-02-0064-01A-01T-0195-07	TCGA-02-0064-01A-01T-0195-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	e9f450a7-56e4-499e-a9d2-c3e7b7cc3a83	TCGA-06-0750-01A-01T-0341-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-06-0750-01A-01T-0341-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-06-0750-01A-01T-0341-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-06-0750-01A-01T-0341-07	US45102955_251643612225_S01_miRNA-v1_95_May07_2_3.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-06-0750-01A-01T-0341-07	TCGA-06-0750-01A-01T-0341-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-06-0750-01A-01T-0341-07	TCGA-06-0750-01A-01T-0341-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	074e2bb5-7e15-4c6e-a2b9-5c964bafa392	TCGA-28-2513-01A-01T-0792-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-28-2513-01A-01T-0792-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-28-2513-01A-01T-0792-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-28-2513-01A-01T-0792-07	US82800149_251643612354_S01_miRNA_105_Dec08_2_3.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-28-2513-01A-01T-0792-07	TCGA-28-2513-01A-01T-0792-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-28-2513-01A-01T-0792-07	TCGA-28-2513-01A-01T-0792-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	62042a3c-7605-4bad-b291-2f1a600391ec	TCGA-32-1976-01A-01T-0792-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-32-1976-01A-01T-0792-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-32-1976-01A-01T-0792-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-32-1976-01A-01T-0792-07	US82800149_251643612352_S01_miRNA_105_Dec08_1_2.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-32-1976-01A-01T-0792-07	TCGA-32-1976-01A-01T-0792-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-32-1976-01A-01T-0792-07	TCGA-32-1976-01A-01T-0792-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	16dff98c-b20f-4663-aeef-fef129833f99	TCGA-32-1970-01A-01T-0792-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-32-1970-01A-01T-0792-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-32-1970-01A-01T-0792-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-32-1970-01A-01T-0792-07	US82800149_251643612351_S01_miRNA_105_Dec08_1_3.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-32-1970-01A-01T-0792-07	TCGA-32-1970-01A-01T-0792-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-32-1970-01A-01T-0792-07	TCGA-32-1970-01A-01T-0792-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
