Platform Type	Center	Platform	Level	Sample	Barcode	File Name
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-12-0616-01	TCGA-12-0616-01A-01T-0309-07	TCGA-12-0616-01A-01T-0309-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-12-0618-01	TCGA-12-0618-01A-01T-0309-07	TCGA-12-0618-01A-01T-0309-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-12-0619-01	TCGA-12-0619-01A-01T-0309-07	TCGA-12-0619-01A-01T-0309-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-12-0821-01	TCGA-12-0821-01A-01T-0391-07	TCGA-12-0821-01A-01T-0391-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-12-1597-01	TCGA-12-1597-01B-01T-0919-07	TCGA-12-1597-01B-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-12-3650-01	TCGA-12-3650-01A-01T-0919-07	TCGA-12-3650-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-12-3652-01	TCGA-12-3652-01A-01T-0919-07	TCGA-12-3652-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-12-3653-01	TCGA-12-3653-01A-01T-0919-07	TCGA-12-3653-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-12-5295-01	TCGA-12-5295-01A-01T-1485-07	TCGA-12-5295-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-12-5299-01	TCGA-12-5299-01A-02T-1485-07	TCGA-12-5299-01A-02T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-0781-01	TCGA-14-0781-01B-01T-1701-07	TCGA-14-0781-01B-01T-1701-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-0787-01	TCGA-14-0787-01A-01T-0391-07	TCGA-14-0787-01A-01T-0391-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-0789-01	TCGA-14-0789-01A-01T-0391-07	TCGA-14-0789-01A-01T-0391-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-0790-01	TCGA-14-0790-01B-01T-0792-07	TCGA-14-0790-01B-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-0817-01	TCGA-14-0817-01A-01T-0391-07	TCGA-14-0817-01A-01T-0391-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-0871-01	TCGA-14-0871-01A-01T-0391-07	TCGA-14-0871-01A-01T-0391-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-1034-01	TCGA-14-1034-01A-01T-0525-07	TCGA-14-1034-01A-01T-0525-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-1823-01	TCGA-14-1823-01A-01T-0599-07	TCGA-14-1823-01A-01T-0599-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-1825-01	TCGA-14-1825-01A-01T-0656-07/TCGA-14-1825-01A-01T-0599-07	TCGA-14-1825-01A-01T-0599-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-1825-01	TCGA-14-1825-01A-01T-0656-07/TCGA-14-1825-01A-01T-0599-07	TCGA-14-1825-01A-01T-0656-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-1829-01	TCGA-14-1829-01A-01T-0599-07	TCGA-14-1829-01A-01T-0599-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-14-2554-01	TCGA-14-2554-01A-01T-0792-07	TCGA-14-2554-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-15-0742-01	TCGA-15-0742-01A-01T-0341-07	TCGA-15-0742-01A-01T-0341-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-15-1444-01	TCGA-15-1444-01A-02T-1701-07	TCGA-15-1444-01A-02T-1701-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-16-0846-01	TCGA-16-0846-01A-01T-0391-07	TCGA-16-0846-01A-01T-0391-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-16-1045-01	TCGA-16-1045-01B-01T-0525-07	TCGA-16-1045-01B-01T-0525-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-19-1390-01	TCGA-19-1390-01A-01T-0919-07	TCGA-19-1390-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-19-1787-01	TCGA-19-1787-01B-01T-0919-07	TCGA-19-1787-01B-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-19-2619-01	TCGA-19-2619-01A-01T-0919-07	TCGA-19-2619-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-19-2620-01	TCGA-19-2620-01A-01T-0919-07	TCGA-19-2620-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-19-2624-01	TCGA-19-2624-01A-01T-0919-07	TCGA-19-2624-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-19-2625-01	TCGA-19-2625-01A-01T-0919-07	TCGA-19-2625-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-19-2629-01	TCGA-19-2629-01A-01T-0919-07	TCGA-19-2629-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-19-5960-01	TCGA-19-5960-01A-11H-1701-07	TCGA-19-5960-01A-11H-1701-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-26-1442-01	TCGA-26-1442-01A-01T-1701-07	TCGA-26-1442-01A-01T-1701-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-26-5132-01	TCGA-26-5132-01A-01T-1485-07	TCGA-26-5132-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-26-5133-01	TCGA-26-5133-01A-01T-1485-07	TCGA-26-5133-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-26-5134-01	TCGA-26-5134-01A-01T-1485-07	TCGA-26-5134-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-26-5135-01	TCGA-26-5135-01A-01T-1485-07	TCGA-26-5135-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-26-5136-01	TCGA-26-5136-01B-01T-1485-07	TCGA-26-5136-01B-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-26-5139-01	TCGA-26-5139-01A-01T-1485-07	TCGA-26-5139-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-1830-01	TCGA-27-1830-01A-01T-0599-07	TCGA-27-1830-01A-01T-0599-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-1831-01	TCGA-27-1831-01A-01T-0792-07	TCGA-27-1831-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-1832-01	TCGA-27-1832-01A-01T-0599-07	TCGA-27-1832-01A-01T-0599-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-1834-01	TCGA-27-1834-01A-01T-0599-07	TCGA-27-1834-01A-01T-0599-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-1835-01	TCGA-27-1835-01A-01T-0792-07	TCGA-27-1835-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-1837-01	TCGA-27-1837-01A-01T-0792-07	TCGA-27-1837-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-2519-01	TCGA-27-2519-01A-01T-0792-07	TCGA-27-2519-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-2521-01	TCGA-27-2521-01A-01T-0792-07	TCGA-27-2521-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-2523-01	TCGA-27-2523-01A-01T-0792-07	TCGA-27-2523-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-2524-01	TCGA-27-2524-01A-01T-0792-07	TCGA-27-2524-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-2526-01	TCGA-27-2526-01A-01T-0792-07	TCGA-27-2526-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-27-2528-01	TCGA-27-2528-01A-01T-0792-07	TCGA-27-2528-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-1747-01	TCGA-28-1747-01C-01T-0792-07	TCGA-28-1747-01C-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-1753-01	TCGA-28-1753-01A-01T-0792-07	TCGA-28-1753-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-2509-01	TCGA-28-2509-01A-01T-0792-07	TCGA-28-2509-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-2510-01	TCGA-28-2510-01A-01T-1701-07	TCGA-28-2510-01A-01T-1701-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-2513-01	TCGA-28-2513-01A-01T-0792-07	TCGA-28-2513-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-2514-01	TCGA-28-2514-01A-02T-0792-07	TCGA-28-2514-01A-02T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-5204-01	TCGA-28-5204-01A-01T-1485-07	TCGA-28-5204-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-5207-01	TCGA-28-5207-01A-01T-1485-07	TCGA-28-5207-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-5208-01	TCGA-28-5208-01A-01T-1485-07	TCGA-28-5208-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-5209-01	TCGA-28-5209-01A-01T-1485-07	TCGA-28-5209-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-5213-01	TCGA-28-5213-01A-01T-1485-07	TCGA-28-5213-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-5215-01	TCGA-28-5215-01A-01T-1485-07	TCGA-28-5215-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-5216-01	TCGA-28-5216-01A-01T-1485-07	TCGA-28-5216-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-5218-01	TCGA-28-5218-01A-01T-1485-07	TCGA-28-5218-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-28-5220-01	TCGA-28-5220-01A-01T-1485-07	TCGA-28-5220-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-32-1970-01	TCGA-32-1970-01A-01T-0792-07	TCGA-32-1970-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-32-1980-01	TCGA-32-1980-01A-01T-1701-07	TCGA-32-1980-01A-01T-1701-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-32-1982-01	TCGA-32-1982-01A-01T-0792-07	TCGA-32-1982-01A-01T-0792-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-32-2615-01	TCGA-32-2615-01A-01T-0919-07	TCGA-32-2615-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-32-2616-01	TCGA-32-2616-01A-01T-0919-07	TCGA-32-2616-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-32-2632-01	TCGA-32-2632-01A-01T-0919-07	TCGA-32-2632-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-32-2634-01	TCGA-32-2634-01A-01T-0919-07	TCGA-32-2634-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-32-2638-01	TCGA-32-2638-01A-01T-0919-07	TCGA-32-2638-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-32-4213-01	TCGA-32-4213-01A-01T-1232-07	TCGA-32-4213-01A-01T-1232-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-32-5222-01	TCGA-32-5222-01A-01T-1485-07	TCGA-32-5222-01A-01T-1485-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-41-2571-01	TCGA-41-2571-01A-01T-0919-07	TCGA-41-2571-01A-01T-0919-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-41-2572-01	TCGA-41-2572-01A-01T-1232-07	TCGA-41-2572-01A-01T-1232-07.gene.tcga_level3.data.txt
Expression-miRNA	UNC	H-miRNA_8x15K	3	TCGA-41-3915-01	TCGA-41-3915-01A-01T-1232-07	TCGA-41-3915-01A-01T-1232-07.gene.tcga_level3.data.txt
